External Task ID,Activity Date,Owner External ID,Related Object Type,Related Object External ID,Task Type,Subject,Status,Outcome,Duration Minutes,Logged In System
TSK005238,2026-01-09,USR000023,Lead,LED003817,Email,Email - Opened,Completed,Opened,30,Manual
TSK007309,2026-01-14,USR000018,Lead,LED003949,Email,Email - Opened,Completed,Opened,15,Gong
TSK013002,2026-01-08,USR000016,Contact,CON002111,Follow-up,Follow-up - Completed,Completed,Completed,5,Salesforce
TSK002840,2025-11-03,USR000002,Opportunity,OPP000264,Demo,Demo - Connected,Completed,Connected,15,Outreach
TSK002285,2025-09-09,USR000016,Contact,CON002132,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,30,Outreach
TSK010322,2025-06-03,USR000009,Lead,LED001295,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,45,HubSpot
TSK007678,2025-07-08,USR000021,Lead,LED003980,Email,Email - Opened,Completed,Opened,10,Outreach
TSK004737,2025-08-19,USR000004,Opportunity,OPP000841,Meeting,Meeting - Connected,Completed,Connected,30,Outreach
TSK011732,2026-02-12,USR000024,Contact,CON000003,Email,Email - Sent,Completed,Sent,10,HubSpot
TSK008781,2025-09-12,USR000001,Opportunity,OPP000964,Follow-up,Follow-up - Pending,Completed,Pending,5,Gong
TSK002278,2025-11-20,USR000011,Contact,CON003107,Email,Email - Sent,Completed,Sent,5,Outreach
TSK010226,2025-11-18,USR000002,Opportunity,OPP000779,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,30,HubSpot
TSK008273,2026-04-17,USR000027,Contact,CON000468,Meeting,Meeting - Completed,Completed,Completed,30,Outreach
TSK014070,2026-06-09,USR000018,Lead,LED004130,Follow-up,Follow-up - No Response,Completed,No Response,30,Salesforce
TSK007453,2025-06-17,USR000024,Contact,CON001126,Email,Email - Sent,Open,Sent,60,Manual
TSK006569,2025-07-29,USR000020,Lead,LED002359,Meeting,Meeting - Connected,Completed,Connected,60,HubSpot
TSK007377,2025-07-01,USR000006,Lead,LED003867,Call,Call - Connected,Completed,Connected,30,HubSpot
TSK001693,2026-06-07,USR000022,Opportunity,OPP000176,Call,Call - No Show,Completed,No Show,45,Salesforce
TSK002975,2025-06-15,USR000025,Opportunity,OPP000647,Email,Email - Replied,Completed,Replied,30,Manual
TSK013393,2026-05-01,USR000022,Contact,CON001339,Follow-up,Follow-up - No Response,Completed,No Response,15,Manual
TSK002613,2026-02-22,USR000027,Opportunity,OPP001420,Email,Email - Sent,Completed,Sent,20,Manual
TSK008239,2025-06-08,USR000006,Lead,LED001968,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,10,Salesforce
TSK004799,2026-03-02,USR000023,Lead,LED000922,Meeting,Meeting - Left Voicemail,Open,Left Voicemail,15,Manual
TSK011247,2025-06-27,USR000006,Opportunity,OPP000383,Follow-up,Follow-up - Completed,Completed,Completed,45,Salesforce
TSK000868,2025-04-28,USR000022,Lead,LED002063,Call,Call - Connected,Completed,Connected,60,Salesforce
TSK013544,2025-08-20,USR000018,Contact,CON000406,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,5,Manual
TSK000311,2026-03-11,USR000026,Contact,CON001201,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,10,Manual
TSK010054,2025-12-04,USR000026,Lead,LED000696,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,15,HubSpot
TSK006052,2026-02-19,USR000002,Lead,LED001091,Demo,Demo - Connected,Completed,Connected,20,Outreach
TSK013076,2026-01-13,USR000006,Contact,CON001157,Call,Call - Connected,Completed,Connected,10,Gong
TSK014206,2025-06-23,USR000021,Opportunity,OPP001104,Call,Call - Completed,Completed,Completed,30,Salesforce
TSK012617,2026-03-11,USR000005,Lead,LED002890,Meeting,Meeting - Connected,Completed,Connected,20,Outreach
TSK000878,2025-04-20,USR000006,Lead,LED000830,Email,Email - Replied,Completed,Replied,45,Manual
TSK014145,2025-11-19,USR000001,Lead,LED001933,Call,Call - Completed,Completed,Completed,5,HubSpot
TSK009128,2025-07-09,USR000010,Lead,LED002156,Demo,Demo - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK009380,2025-08-19,USR000008,Contact,CON002965,Call,Call - Connected,Completed,Connected,60,Outreach
TSK003065,2025-04-04,USR000001,Lead,LED003859,Call,Call - Completed,Completed,Completed,10,Manual
TSK001748,2026-01-17,USR000023,Lead,LED000583,Follow-up,Follow-up - Pending,Completed,Pending,10,Gong
TSK008325,2025-05-09,USR000024,Opportunity,OPP001399,Email,Email - Opened,Open,Opened,30,Manual
TSK001915,2026-05-12,USR000019,Opportunity,OPP000665,Follow-up,Follow-up - Pending,Completed,Pending,30,Outreach
TSK005547,2025-08-20,USR000009,Lead,LED001916,Call,Call - Completed,Completed,Completed,60,Manual
TSK014309,2025-03-16,USR000027,Opportunity,OPP000680,Call,Call - Left Voicemail,Completed,Left Voicemail,20,HubSpot
TSK001550,2026-01-15,USR000016,Lead,LED001929,Call,Call - Completed,Completed,Completed,15,HubSpot
TSK001536,2026-06-07,USR000004,Opportunity,OPP000566,Email,Email - Opened,Completed,Opened,15,Manual
TSK014015,2025-05-21,USR000004,Lead,LED000108,Call,Call - Completed,Open,Completed,10,Salesforce
TSK004053,2026-02-25,USR000009,Lead,LED003685,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK012497,2025-03-19,USR000008,Opportunity,OPP000698,Email,Email - Sent,Completed,Sent,10,HubSpot
TSK000396,2025-04-06,USR000028,Lead,LED001037,Email,Email - Clicked,Completed,Clicked,5,Outreach
TSK011959,2025-10-23,USR000021,Contact,CON000193,Call,Call - Connected,Completed,Connected,15,Manual
TSK012319,2025-05-08,USR000002,Lead,LED000949,Email,Email - Opened,Completed,Opened,15,Outreach
TSK004668,2025-08-03,USR000022,Contact,CON000066,Email,Email - Opened,Completed,Opened,10,Salesforce
TSK013704,2026-05-12,USR000017,Opportunity,OPP000284,Call,Call - No Show,Completed,No Show,20,HubSpot
TSK010642,2025-07-31,USR000016,Contact,CON003188,Email,Email - Opened,Completed,Opened,30,HubSpot
TSK001345,2025-07-26,USR000026,Contact,CON001871,Follow-up,Follow-up - Completed,Completed,Completed,15,HubSpot
TSK006455,2025-06-14,USR000010,Contact,CON002960,Call,Call - Completed,Completed,Completed,5,HubSpot
TSK000844,2025-06-30,USR000015,Contact,CON003331,Email,Email - Opened,Completed,Opened,20,HubSpot
TSK002517,2025-10-02,USR000011,Opportunity,OPP000401,Follow-up,Follow-up - Completed,Completed,Completed,45,HubSpot
TSK012950,2025-07-18,USR000002,Lead,LED003216,Email,Email - Clicked,Open,Clicked,5,Manual
TSK014378,2025-03-02,USR000021,Contact,CON002965,Internal Note,Internal Note - No Response,Completed,No Response,10,HubSpot
TSK014314,2026-06-18,USR000014,Lead,LED003205,Email,Email - Sent,Completed,Sent,30,HubSpot
TSK007227,2026-05-06,USR000010,Lead,LED002170,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,15,Gong
TSK010023,2025-12-17,USR000014,Contact,CON003281,Demo,Demo - Connected,Open,Connected,30,Outreach
TSK011698,2025-08-25,USR000023,Lead,LED003156,Email,Email - Opened,Completed,Opened,15,Gong
TSK004005,2025-05-06,USR000015,Contact,CON003410,Email,Email - Sent,Open,Sent,5,Outreach
TSK004104,2025-03-08,USR000009,Lead,LED002968,Call,Call - Left Voicemail,Completed,Left Voicemail,20,Outreach
TSK003716,2025-09-30,USR000008,Contact,CON001029,Internal Note,Internal Note - Replied,Completed,Replied,30,HubSpot
TSK007332,2025-03-20,USR000018,Contact,CON002017,Meeting,Meeting - No Show,Open,No Show,15,Manual
TSK007547,2026-02-09,USR000003,Opportunity,OPP000005,Email,Email - Sent,Completed,Sent,10,Salesforce
TSK012155,2025-04-12,USR000004,Contact,CON002581,Demo,Demo - Completed,Completed,Completed,20,Salesforce
TSK001547,2025-02-21,USR000026,Contact,CON000821,Internal Note,Internal Note - Pending,Open,Pending,20,Gong
TSK007610,2026-01-01,USR000019,Contact,CON001126,Email,Email - Opened,Completed,Opened,30,Manual
TSK011742,2025-11-14,USR000015,Lead,LED002671,Meeting,Meeting - Completed,Completed,Completed,10,Outreach
TSK013262,2025-07-02,USR000002,Contact,CON003438,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,15,HubSpot
TSK012389,2025-04-13,USR000001,Opportunity,OPP000886,Call,Call - Connected,Completed,Connected,10,Gong
TSK010651,2026-03-01,USR000019,Lead,LED002874,Email,Email - Sent,Completed,Sent,5,Salesforce
TSK002155,2026-06-05,USR000027,Lead,LED002291,Email,Email - Opened,Completed,Opened,45,Gong
TSK011484,2025-12-25,USR000026,Lead,LED003783,Follow-up,Follow-up - Replied,Completed,Replied,15,Salesforce
TSK006084,2026-04-14,USR000006,Lead,LED000830,Email,Email - Clicked,Completed,Clicked,15,Manual
TSK011761,2026-02-16,USR000020,Contact,CON000828,Email,Email - Opened,Completed,Opened,30,Outreach
TSK013851,2025-05-14,USR000007,Contact,CON001931,Email,Email - Replied,Completed,Replied,10,Salesforce
TSK012828,2025-06-16,USR000011,Lead,LED001598,Meeting,Meeting - Connected,Completed,Connected,15,Salesforce
TSK007487,2025-05-20,USR000009,Lead,LED002458,Call,Call - Completed,Completed,Completed,30,Outreach
TSK012861,2025-08-08,USR000006,Contact,CON002371,Email,Email - Opened,Completed,Opened,15,HubSpot
TSK002466,2025-01-21,USR000014,Lead,LED003205,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,30,HubSpot
TSK005107,2026-04-25,USR000019,Contact,CON001810,Call,Call - Completed,Completed,Completed,30,Gong
TSK002916,2026-03-11,USR000003,Lead,LED001029,Call,Call - Connected,Completed,Connected,20,Manual
TSK010005,2026-01-24,USR000001,Lead,LED004140,Demo,Demo - Connected,Completed,Connected,30,Gong
TSK003037,2026-05-30,USR000022,Contact,CON001315,Follow-up,Follow-up - Pending,Completed,Pending,10,Manual
TSK009236,2026-03-25,USR000002,Opportunity,OPP001399,Call,Call - Connected,Open,Connected,5,Gong
TSK003097,2025-04-15,USR000026,Lead,LED001174,Meeting,Meeting - No Show,Open,No Show,20,HubSpot
TSK001313,2025-05-16,USR000027,Opportunity,OPP000079,Email,Email - Sent,Completed,Sent,30,Manual
TSK005678,2025-06-28,USR000007,Lead,LED000997,Follow-up,Follow-up - No Response,Completed,No Response,30,Outreach
TSK010592,2025-10-01,USR000004,Lead,LED000230,Email,Email - Opened,Completed,Opened,15,Salesforce
TSK001133,2025-11-26,USR000016,Contact,CON003578,Follow-up,Follow-up - No Response,Completed,No Response,30,Salesforce
TSK000239,2026-01-06,USR000026,Lead,LED003386,Internal Note,Internal Note - Pending,Completed,Pending,60,HubSpot
TSK008741,2026-01-18,USR000009,Contact,CON003093,Follow-up,Follow-up - No Response,Completed,No Response,20,Gong
TSK009073,2025-08-02,USR000011,Opportunity,OPP000655,Internal Note,Internal Note - Pending,Open,Pending,10,Manual
TSK006771,2025-07-02,USR000002,Contact,CON001562,Follow-up,Follow-up - Completed,Completed,Completed,30,Manual
TSK012004,2025-12-15,USR000003,Lead,LED002870,Demo,Demo - Completed,Completed,Completed,20,Manual
TSK006912,2025-03-26,USR000023,Contact,CON000231,Email,Email - Bounced,Completed,Bounced,20,Manual
TSK000328,2025-06-05,USR000015,Contact,CON003107,Email,Email - Replied,Completed,Replied,5,HubSpot
TSK004221,2025-07-01,USR000023,Contact,CON002578,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,5,Salesforce
TSK004464,2025-12-21,USR000012,Opportunity,OPP000886,Meeting,Meeting - No Show,Completed,No Show,15,Gong
TSK007401,2025-11-16,USR000003,Contact,CON001505,Call,Call - Completed,Completed,Completed,60,Manual
TSK009261,2025-01-25,USR000011,Opportunity,OPP000522,Meeting,Meeting - Completed,Completed,Completed,15,Outreach
TSK000583,2025-01-07,USR000020,Lead,LED004102,Email,Email - Opened,Completed,Opened,5,Manual
TSK012137,2026-04-26,USR000014,Lead,LED000762,Email,Email - Opened,Completed,Opened,15,HubSpot
TSK010413,2026-06-12,USR000025,Contact,CON002160,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK010007,2025-11-05,USR000011,Lead,LED003472,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,5,Manual
TSK014216,2025-07-08,USR000011,Lead,LED001851,Email,Email - Opened,Completed,Opened,30,Gong
TSK007702,2026-02-19,USR000002,Contact,CON001355,Call,Call - Completed,Completed,Completed,5,HubSpot
TSK006962,2026-06-13,USR000013,Lead,LED000585,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,15,Gong
TSK001475,2025-11-10,USR000003,Lead,LED003178,Call,Call - Completed,Completed,Completed,15,Manual
TSK007612,2026-01-31,USR000016,Opportunity,OPP001221,Follow-up,Follow-up - Replied,Completed,Replied,10,Salesforce
TSK011208,2025-02-01,USR000015,Lead,LED000059,Email,Email - Sent,Open,Sent,15,Gong
TSK004273,2026-04-21,USR000006,Lead,LED002734,Call,Call - Connected,Completed,Connected,30,Gong
TSK011386,2025-03-14,USR000016,Lead,LED003853,Demo,Demo - Left Voicemail,Open,Left Voicemail,60,Salesforce
TSK013553,2026-01-29,USR000017,Opportunity,OPP001194,Email,Email - Opened,Completed,Opened,30,Salesforce
TSK011240,2025-04-04,USR000026,Lead,LED002370,Email,Email - Opened,Open,Opened,20,Manual
TSK001106,2025-12-25,USR000015,Lead,LED002341,Email,Email - Sent,Open,Sent,30,Outreach
TSK009761,2025-01-13,USR000026,Opportunity,OPP000344,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Outreach
TSK002742,2025-07-12,USR000008,Lead,LED003470,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,10,Salesforce
TSK005845,2025-02-23,USR000020,Opportunity,OPP001168,Demo,Demo - Connected,Completed,Connected,20,Salesforce
TSK011130,2025-12-28,USR000019,Contact,CON002122,Email,Email - Sent,Completed,Sent,20,Salesforce
TSK002484,2026-03-18,USR000016,Lead,LED000099,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,15,Gong
TSK012889,2025-03-10,USR000013,Contact,CON002160,Call,Call - Connected,Open,Connected,30,Gong
TSK003298,2025-09-23,USR000002,Lead,LED001501,Call,Call - Rescheduled,Open,Rescheduled,20,HubSpot
TSK013216,2026-05-22,USR000013,Lead,LED000014,Email,Email - Clicked,Completed,Clicked,30,Gong
TSK005512,2026-05-15,USR000004,Lead,LED003133,Email,Email - Sent,Completed,Sent,15,Manual
TSK004652,2026-05-11,USR000018,Lead,LED002250,Call,Call - Connected,Completed,Connected,5,Gong
TSK006872,2025-05-21,USR000023,Opportunity,OPP000553,Demo,Demo - No Show,Completed,No Show,5,HubSpot
TSK009052,2025-02-11,USR000021,Lead,LED003655,Email,Email - Sent,Open,Sent,5,Salesforce
TSK006056,2025-10-13,USR000027,Lead,LED000371,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,45,Outreach
TSK013799,2025-04-24,USR000022,Contact,CON001160,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,20,Outreach
TSK009519,2025-02-03,USR000011,Lead,LED003655,Follow-up,Follow-up - Replied,Completed,Replied,10,Manual
TSK012821,2026-02-21,USR000014,Lead,LED000389,Call,Call - Completed,Completed,Completed,30,Outreach
TSK002092,2026-01-21,USR000015,Lead,LED001506,Demo,Demo - Completed,Completed,Completed,30,Gong
TSK010718,2025-10-25,USR000009,Lead,LED002046,Email,Email - Opened,Completed,Opened,10,Gong
TSK012464,2025-07-18,USR000018,Opportunity,OPP000007,LinkedIn Touch,LinkedIn Touch - Replied,Open,Replied,45,HubSpot
TSK006667,2025-01-05,USR000021,Contact,CON000786,Internal Note,Internal Note - No Response,Completed,No Response,20,Outreach
TSK012900,2026-04-29,USR000001,Contact,CON002484,Email,Email - Replied,Completed,Replied,15,Salesforce
TSK012423,2025-05-18,USR000015,Contact,CON002783,Call,Call - Left Voicemail,Completed,Left Voicemail,20,HubSpot
TSK013976,2026-04-16,USR000027,Contact,CON001358,Call,Call - Connected,Completed,Connected,5,Salesforce
TSK005593,2026-04-12,USR000021,Lead,LED002341,Demo,Demo - Completed,Open,Completed,10,HubSpot
TSK013528,2025-02-09,USR000025,Opportunity,OPP000340,Meeting,Meeting - Connected,Completed,Connected,30,Manual
TSK005441,2025-04-14,USR000019,Opportunity,OPP001373,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,20,Salesforce
TSK005559,2026-05-27,USR000022,Lead,LED003962,Email,Email - Replied,Completed,Replied,30,Outreach
TSK010958,2025-08-06,USR000010,Lead,LED001264,Meeting,Meeting - Completed,Completed,Completed,15,Salesforce
TSK011936,2025-11-01,USR000005,Contact,CON000153,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,15,Manual
TSK005100,2025-03-08,USR000023,Opportunity,OPP001120,Email,Email - Sent,Completed,Sent,20,HubSpot
TSK000197,2025-06-09,USR000025,Contact,CON001545,Follow-up,Follow-up - Completed,Open,Completed,30,Salesforce
TSK013771,2026-04-08,USR000015,Contact,CON000744,Email,Email - Sent,Completed,Sent,10,Gong
TSK011475,2026-02-18,USR000005,Opportunity,OPP001460,Call,Call - Left Voicemail,Completed,Left Voicemail,5,Gong
TSK011980,2026-04-20,USR000006,Contact,CON001897,Call,Call - Completed,Completed,Completed,60,Manual
TSK007642,2025-03-10,USR000004,Opportunity,OPP000270,LinkedIn Touch,LinkedIn Touch - Completed,Open,Completed,10,Manual
TSK007454,2025-01-02,USR000014,Opportunity,OPP000833,Email,Email - Opened,Completed,Opened,15,Manual
TSK002952,2025-07-27,USR000006,Opportunity,OPP001389,Follow-up,Follow-up - Completed,Completed,Completed,5,Salesforce
TSK014221,2026-05-06,USR000014,Opportunity,OPP001524,Email,Email - Clicked,Completed,Clicked,5,HubSpot
TSK000059,2025-04-23,USR000024,Contact,CON000779,LinkedIn Touch,LinkedIn Touch - No Response,Open,No Response,45,Manual
TSK004043,2026-06-16,USR000016,Lead,LED004126,Call,Call - Left Voicemail,Open,Left Voicemail,20,HubSpot
TSK004890,2025-02-09,USR000012,Lead,LED004107,Call,Call - Left Voicemail,Open,Left Voicemail,10,Manual
TSK012564,2026-02-17,USR000011,Opportunity,OPP000426,Meeting,Meeting - No Show,Completed,No Show,20,Gong
TSK013678,2025-03-26,USR000026,Lead,LED002886,Call,Call - Completed,Completed,Completed,45,Gong
TSK007565,2025-01-04,USR000023,Contact,CON000623,Email,Email - Clicked,Completed,Clicked,15,Gong
TSK002675,2025-03-24,USR000027,Lead,LED000089,Email,Email - Replied,Open,Replied,15,Gong
TSK002242,2026-04-05,USR000022,Opportunity,OPP000113,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,30,Gong
TSK012415,2025-06-16,USR000008,Lead,LED003474,Email,Email - Opened,Completed,Opened,45,Salesforce
TSK013722,2026-06-13,USR000022,Opportunity,OPP001247,Email,Email - Opened,Open,Opened,10,Outreach
TSK006213,2026-03-25,USR000016,Opportunity,OPP000963,Call,Call - Connected,Completed,Connected,10,Salesforce
TSK013242,2026-05-04,USR000013,Lead,LED001273,Demo,Demo - Connected,Completed,Connected,15,Gong
TSK007632,2025-07-29,USR000002,Opportunity,OPP000747,Demo,Demo - Completed,Completed,Completed,20,Salesforce
TSK009520,2025-01-03,USR000009,Lead,LED001330,Call,Call - Completed,Completed,Completed,5,Manual
TSK003920,2026-02-23,USR000017,Opportunity,OPP000264,Follow-up,Follow-up - Replied,Completed,Replied,20,Gong
TSK003991,2025-05-10,USR000028,Opportunity,OPP001585,Call,Call - Completed,Completed,Completed,15,Outreach
TSK005792,2026-06-25,USR000014,Lead,LED002802,Call,Call - Connected,Completed,Connected,10,Manual
TSK012054,2026-04-19,USR000023,Lead,LED004117,Meeting,Meeting - Left Voicemail,Open,Left Voicemail,30,HubSpot
TSK014430,2025-11-24,USR000006,Contact,CON001337,Email,Email - Replied,Open,Replied,10,Outreach
TSK013318,2026-06-24,USR000022,Lead,LED003170,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,20,Gong
TSK011401,2026-04-26,USR000026,Lead,LED002299,Demo,Demo - No Show,Completed,No Show,30,Outreach
TSK007035,2025-12-30,USR000010,Opportunity,OPP000682,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK000323,2026-01-12,USR000028,Lead,LED000189,Meeting,Meeting - Connected,Completed,Connected,20,HubSpot
TSK006446,2025-03-16,USR000012,Contact,CON002365,Internal Note,Internal Note - No Response,Completed,No Response,20,Outreach
TSK005663,2025-10-28,USR000025,Contact,CON002184,Meeting,Meeting - Connected,Open,Connected,15,Gong
TSK001241,2025-05-22,USR000021,Lead,LED000782,LinkedIn Touch,LinkedIn Touch - Completed,Open,Completed,15,Salesforce
